Session ID,Title,Format,Type,EstSeating,Topic,Sponsor,Cosponsor,Duration
7367,Diverse Destinies: Envisioning Futures for Youth of Color,Panel,Allied Organizations,25,"Genre, Theory, Method: Children’s Literature",Children’s Literature Association,MELUS: The Society for the Study of the Multi-Ethnic Literature of the United States,75
7369,Nomic Divisions in Nineteenth-Century Latin America,Panel,Forum Sessions,25,Latin American Literature: Latin American Literature,LLC 19th-Century Latin American,,75
7374,Seventeenth-Century Race Thinking: Rights and Law,Panel,Forum Sessions,40,British Literature: Seventeenth Century,LLC 17th-Century English,,75
7375,Cultural Productions of Resistance in the Portuguese-Speaking World,Panel,Forum Sessions,15,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",LLC Global Portuguese,,75
7376,Is There a Future for Mediterranean Studies?,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory",CLCS Mediterranean,,75
7377,Transmedia Storytelling in Children’s and Young Adult Literature,Panel,Forum Sessions,20,"Genre, Theory, Method: Children’s Literature",GS Children’s and Young Adult Literature,,75
7378,Simone de Beauvoir: Questions of Style,Panel,Allied Organizations,25,French Literature: Twentieth and Twenty-First Centuries,Simone de Beauvoir Society,,75
7380,Distances/Éloignements,Panel,Forum Sessions,25,French Literature: Eighteenth and Nineteenth Centuries,LLC 18th-Century French,,75
7388,A Dog with a Name: Hosting the Nonhuman Animal,Panel,Special Sessions,50,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7390,Childhood and Violence in Latin America,Roundtable,Forum Sessions,20,Latin American Literature: Latin American Literature,LLC 20th- and 21st-Century Latin American,,75
7397,Modernist Indigeneity in the World,Panel,Allied Organizations,75,Other Literatures: Other Literatures,Modernist Studies Association,,75
7399,Indigenous-Latinx Crossings at the Limits of United States Empire,Panel,Forum Sessions,30,Other Literatures: Other Literatures,LLC Indigenous Literatures of the United States and Canada,LLC Latina and Latino,75
7400,Samuel Beckett and Being Human,Panel,Allied Organizations,45,Other Literatures: Other Literatures,Samuel Beckett Society,,75
7402,Global Cities as Representational Challenge,Panel,Special Sessions,20,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7403,Forms of Experience in Old English Literature,Panel,Forum Sessions,25,British Literature: Old and Middle English,LLC Old English,,75
7404,New Directions in Contemporary Turkish Literature,Panel,Special Sessions,20,Turkish Literature: Turkish Literature,,,75
7408,Contemporary Old English,Panel,Forum Sessions,25,British Literature: Old and Middle English,LLC Old English,,75
7409,Accumulation and Devastation,Roundtable,Forum Sessions,20,Latin American Literature: Latin American Literature,LLC 20th- and 21st-Century Latin American,,75
7410,"Orientalism, Philology, World Literature",Panel,Forum Sessions,40,Comparative Literature: General,CLCS Global Arab and Arab American,,75
7412,Black Time and Temporality,Panel,Forum Sessions,70,American Literature: Twentieth and Twenty-First Centuries,TC Race and Ethnicity Studies,,75
7413,Critical Nationalisms and Counterpublics,Panel,Special Sessions,30,American Literature: General,,,75
7419,"Reimagining the Dutch Golden Age, 1560–1720",Roundtable,Forum Sessions,15,Netherlandic Literature: Netherlandic Literature,LLC Dutch,,75
7420,(Re)Theorizing Nineteenth-Century Materiality,Panel,Special Sessions,25,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7425,Graphic Narratives and Multiple Marginalities,Roundtable,Special Sessions,25,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7428,Webcomics and/as Digital Culture,Panel,Forum Sessions,40,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",GS Comics and Graphic Narratives,,75
7429,Habitat: French Ecocritical Perspectives,Panel,Forum Sessions,35,French Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century French,,75
7434,Global Drama in the Middle Ages and Renaissance,Panel,Allied Organizations,30,"Genre, Theory, Method: Drama",Medieval and Renaissance Drama Society,,75
7435,Perspectives on Gender in Dante’s Works,Panel,Allied Organizations,25,Italian Literature: Italian Literature,Dante Society of America,,75
7437,"Law, Literature, and Human Rights",Panel,Forum Sessions,60,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Law and the Humanities,,75
7442,Eighteenth-Century Studies and the Future of the Profession,Roundtable,Forum Sessions,60,British Literature: Late Eighteenth Century,LLC Late-18th-Century English,,75
7445,Graduate Student Mentoring,Roundtable,MLA Committees,100,The Profession: General,MLA Committee on the Status of Graduate Students in the Humanities,,75
7446,Dante: Human and Nonhuman,Panel,Allied Organizations,20,Italian Literature: Italian Literature,Dante Society of America,,75
7447,Crossing the Divide: Political Polarization and the Humanities Classroom,Panel,Special Sessions,20,Teaching: General,,,75
7448,Exploring the Reaches of Translingual Approaches to Writing Studies,Panel,Forum Sessions,4,Teaching: Writing,LSL Global English,,75
7452,“Lost” Scholarly Texts in Rhetoric and Composition,Roundtable,Forum Sessions,60,Teaching: Writing,RCWS Writing Pedagogies,,75
7453,Queer Studies and Its Class Locations,Panel,Special Sessions,30,The Profession: General,,,75
7454,Holocaust Memory in Spanish,Panel,Special Sessions,40,Latin American Literature: Latin American Literature,,,75
7460,Being Animal,Panel,Special Sessions,50,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7461,Contemporary Materialisms,Panel,Allied Organizations,50,"Genre, Theory, Method: Literary Criticism and Theory",Marxist Literary Group,,75
7462,Indian Manliness Lost and Found: An Intermedial Study of Masculinities and Masculine Identities,Panel,Special Sessions,10,Comparative Literature: General,,,75
7463,Scoring Empire and Sounding Its Discontents,Panel,Special Sessions,20,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7464,Lost Legacies: Recovering the Forgotten Works of the Early Female Gothic,Panel,Special Sessions,20,British Literature: Late Eighteenth Century,,,75
7466,"Pleasure, Art, and the Human in Africa",Panel,Forum Sessions,30,African Literatures: African Literatures,LLC African since 1990,,75
7470,African American Haiku,Panel,Special Sessions,20,American Literature: Twentieth and Twenty-First Centuries,,,75
7475,Citizenship and Alternative Belonging in Post-1999 Moroccan Writing,Panel,Special Sessions,20,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7476,"War, Animals, and Things: Perspectives on the Nonhuman in War from the Global South",Panel,Special Sessions,35,Latin American Literature: Latin American Literature,,,75
7480,Black Geographies and Black Literatures since 1980,Panel,Special Sessions,20,American Literature: Twentieth and Twenty-First Centuries,,,75
7484,Italian Humor and Humanity (1200–1600),Panel,Forum Sessions,20,Italian Literature: Italian Literature,LLC Medieval and Renaissance Italian,,75
7485,"Seeing and Feeling Otherwise: Racialized Bodies, Gendered Aesthetics, and Queer Interpretive Practices",Panel,Special Sessions,30,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7492,Italian Literary Mythologies (1200–1600),Panel,Forum Sessions,20,Italian Literature: Italian Literature,LLC Medieval and Renaissance Italian,,75
7494,"Serendipitous Threads, Uncanny Objects in the Black Archive",Panel,Special Sessions,45,American Literature: Twentieth and Twenty-First Centuries,,,75
7495,"Overlapping Colonialisms: Imperial Rivalries in Africa, the Americas, and the Pacific",Panel,Forum Sessions,50,Spanish Literature: General,CLCS Global Hispanophone,LLC Colonial Latin American,75
7500,Bodies That Matter: Early Feminism(s) and the Problem of Biology,Panel,Special Sessions,30,British Literature: Renaissance and Elizabethan,,,75
7502,"Becoming Italians? Migrant Literature, Arts, Media, and Film",Panel,Forum Sessions,35,Italian Literature: Italian Literature,LLC 20th- and 21st-Century Italian,,75
7503,Postcolonial Architecture,Panel,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,TC Postcolonial Studies,,75
7504,The Work of Feeling in the Age of Deindustrialization,Panel,Special Sessions,40,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7505,Plantationocene versus Anthropocene: Global South Perspectives,Panel,Special Sessions,40,American Literature: Twentieth and Twenty-First Centuries,,,75
7512,Margaret Atwood’s The Testaments,Roundtable,Allied Organizations,65,Other Literature in English: Canadian,Margaret Atwood Society,,75
7513,Appraising Beauty in Henry James,Panel,Allied Organizations,25,American Literature: General,Henry James Society,,75
7514,Decolonization and the Age of Goethe,Roundtable,Allied Organizations,40,German Literature: Eighteenth and Early Nineteenth Centuries,Goethe Society of North America,,75
7516,Is Translation a “Loaded Gun”?,Roundtable,Allied Organizations,30,American Literature: Before 1900,Emily Dickinson International Society,,75
7517,Looking Northward: Canadian Exceptionalism and the North American Borderlands,Panel,Special Sessions,20,Other Literature in English: Canadian,,,75
7519,Byron’s Complete Poetical Works at Forty,Roundtable,Allied Organizations,40,British Literature: Nineteenth Century,Byron Society of America,,75
7528,Race and Ethnicity in the Teaching of Premodern East Asian Literature,Roundtable,Forum Sessions,10,Asian Literatures: Asian Literatures,LLC East Asian,,75
7529,African American Literature and Its Archives: Mid-Century and Beyond,Roundtable,Special Sessions,45,American Literature: Twentieth and Twenty-First Centuries,,,75
7531,Black Studies and Decolonization: West Asian Contexts,Panel,Forum Sessions,25,Comparative Literature: General,LLC West Asian,,75
7533,Intersectionality and Italian American Studies,Panel,Forum Sessions,30,American Literature: Twentieth and Twenty-First Centuries,LLC Italian American,,75
7535,Feminisms and Alternative Geographies,Panel,Forum Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Women’s and Gender Studies,,75
7536,Radical and Moderate Sturm und Drang,Roundtable,Allied Organizations,8,German Literature: Eighteenth and Early Nineteenth Centuries,G. E. Lessing Society,,75
7542,Queer Pregnancies in Early Modern Literature,Panel,Special Sessions,20,British Literature: Renaissance and Elizabethan,,,75
7544,Embodying Difference: Disrupting Disability in Language and Literature,Roundtable,Forum Sessions,50,Linguistics: General,LSL Language and Society,,75
7548,Eighteenth- and Nineteenth-Century Spanish and Iberian Pacific Rim,Panel,Forum Sessions,40,Spanish Literature: Eighteenth and Nineteenth Centuries,LLC 18th- and 19th-Century Spanish and Iberian,,75
7549,Energy Modernities,Roundtable,Forum Sessions,75,British Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century English and Anglophone,,75
7550,Early Modern Racialization and the Idea of the Human,Roundtable,Forum Sessions,60,Comparative Literature: Medieval and Renaissance,CLCS Renaissance and Early Modern,,75
7553,Digital Culture and Statelessness,Panel,Allied Organizations,30,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",Electronic Literature Organization,,75
7556,Being Human in Inhuman Times—Examples from Austrian Literature,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,Modern Austrian Literature and Culture Association,,75
7560,Disaster Literatures of East Asia,Panel,Forum Sessions,30,Asian Literatures: Asian Literatures,LLC East Asian,,75
7562,Olfactory Genres,Panel,Special Sessions,25,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7564,Being Human in Digital Humanities Project Management,Panel,Special Sessions,50,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",,,75
7567,Solidarity in Troubled Times,Roundtable,Allied Organizations,25,Teaching: General,Radical Caucus in English and the Modern Languages,,75
7570,Without Papers,Panel,Forum Sessions,25,American Literature: Twentieth and Twenty-First Centuries,LLC Literatures of the United States in Languages Other Than English,,75
7575,The State of the Syllabus,Roundtable,Special Sessions,50,Teaching: General,,,75
7576,Enclosure and Incarceration in Catalan Culture,Panel,Forum Sessions,30,Catalan Literature: Catalan Literature,LLC Catalan Studies,,75
7577,Teaching Feeling: Affect in the Humanities Classroom,Panel,Special Sessions,25,Teaching: General,,,75
7578,The Postcolonial Uncanny,Panel,Special Sessions,75,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7579,Aesthetic Obtrusions: Kant’s Analytic of the Beautiful and Its Afterlives,Panel,Special Sessions,30,Comparative Literature: General,,,75
7586,"Corpse Female: Reproduction, Embodiment, and the Feminine in Faulkner",Panel,Allied Organizations,50,American Literature: Twentieth and Twenty-First Centuries,William Faulkner Society,,75
7588,Reading The New Negro: The Life of Alain Locke,Roundtable,Special Sessions,100,American Literature: Twentieth and Twenty-First Centuries,,,75
7599,Oscar Wilde and Popular Culture,Panel,Special Sessions,40,British Literature: Twentieth and Twenty-First Centuries,,,75
7609,"Augmenting Shakespeare: How VR/AR Technology Is Transforming the Way We Teach, Experience, and Consume Shakespeare",Panel,Special Sessions,25,British Literature: Shakespeare,,,75
7610,“Grossly Material Things”: Woolf and the New Materialism,Panel,Allied Organizations,50,British Literature: Twentieth and Twenty-First Centuries,International Virginia Woolf Society,,75
7611,Global Black Studies,Roundtable,Special Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7612,Un/Bound,Panel,Forum Sessions,50,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",GS Life Writing,,75
7613,Southeast Asia and the Oceanic,Roundtable,Special Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7614,Game and Play in Early Modern Chinese Literature and Culture,Panel,Special Sessions,25,Asian Literatures: Asian Literatures,,,75
7618,The Beginning of the Twenty-First Century,Roundtable,Forum Sessions,35,French Literature: Twentieth and Twenty-First Centuries,LLC 20th- and 21st-Century French,,75
7620,Representing the Camps: The Problem of Genre,Panel,Forum Sessions,25,Slavic and East European Literatures: Slavic and East European Literatures,LLC Slavic and East European,,75
7625,Databases and Print Culture Studies,Roundtable,Allied Organizations,50,The Profession: Research and Bibliography,"Society for the History of Authorship, Reading, and Publishing",,75
7626,The Death Drive,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,"TC Psychology, Psychoanalysis, and Literature",,75
7627,The Function of American Literary Criticism at the Present Time,Panel,Forum Sessions,50,The Profession: English and American,LLC 20th- and 21st-Century American,,75
7642,Crowdsourcing the Future Work of the Committee on the Status of Women in the Profession,Roundtable,MLA Committees,40,The Profession: General,MLA Committee on the Status of Women in the Profession,,75
7644,"Beyond the Border: Plant, Animal, Human",Panel,Forum Sessions,20,Comparative Literature: Eighteenth and Nineteenth Centuries,CLCS 18th-Century,,75
7646,The Colonial Sensorium in Early Spanish America,Panel,Special Sessions,40,Latin American Literature: Latin American Literature,,,75
7647,Writing during Genocide,Panel,Special Sessions,50,Other Literatures: Other Literatures,,,75
7648,Fanon and Psychoanalysis: In and beyond Postcolonial Studies,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,"TC Psychology, Psychoanalysis, and Literature",,75
7649,Authors Made and Remade,Panel,Allied Organizations,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",Reception Study Society,,75
7652,"After Work? Writing, Class, and Labor",Panel,Special Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7656,Vast Early America,Panel,Forum Sessions,25,American Literature: Before 1900,LLC Early American,,75
7657,Human Reading / Machine Reading,Panel,Special Sessions,20,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7658,The Other South Asia,Panel,Special Sessions,30,Other Literatures: Other Literatures,,,75
7662,"Making, Preserving, and Curating Born-Digital Literature",Roundtable,Allied Organizations,45,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",Electronic Literature Organization,,75
7663,Critical Engagements between Modern Languages and Digital Humanities,Roundtable,Forum Sessions,50,Comparative Literature: General,TC Digital Humanities,,75
7666,Teaching Texts in Translation: Theoretical and Pedagogical Approaches,Panel,Special Sessions,30,Teaching: Literature,,,75
7667,Contextualizing Critical Debates: Narrative Theory and Sociopolitical Change,Panel,Allied Organizations,60,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",International Society for the Study of Narrative,,75
7671,The Frankfurt School and Psychoanalysis,Panel,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,"TC Psychology, Psychoanalysis, and Literature",TC Philosophy and Literature,75
7673,Being Human in the Microeconomic Mode,Roundtable,Special Sessions,25,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7675,"Overlapping Colonialisms: Ties, Tensions, and Transitions between the Spanish and British Empires",Panel,Forum Sessions,30,Latin American Literature: Latin American Literature,LLC Colonial Latin American,,75
7676,Racialized Reading in Nineteenth-Century America,Panel,Special Sessions,30,American Literature: Before 1900,,,75
7679,Italian Americans on the Page I,Working Group,Working Groups,30,American Literature: Twentieth and Twenty-First Centuries,,,75
7680,Are We in a New Southern Literary Renaissance?,Panel,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,LLC Southern United States,,75
7681,"Making It More Social, More Just: The Liberal Arts Model and the Service of Teaching Writing",Roundtable,Special Sessions,45,Teaching: Writing,,,75
7683,HBCU Innovation Matters,Roundtable,Forum Sessions,60,The Profession: English and American,LLC African American,,75
7684,"Spenser, Ecology, and the Dream of a Legible Environment",Roundtable,Forum Sessions,30,British Literature: Renaissance and Elizabethan,LLC 16th-Century English,,75
7685,Legacies of Ursula K. Le Guin (1929–2018),Panel,Forum Sessions,50,American Literature: Twentieth and Twenty-First Centuries,GS Speculative Fiction,TC Anthropology and Literature,75
7686,Contemporary Poetry and the Archive,Roundtable,Special Sessions,40,"Genre, Theory, Method: Poetry",,,75
7688,(Re)Imagining Early Modern Anglo-Arab Encounters,Roundtable,Forum Sessions,40,British Literature: Renaissance and Elizabethan,LLC 16th-Century English,CLCS Global Arab and Arab American,75
7690,Saying Goodbye in Early Modern Europe,Panel,Special Sessions,30,Italian Literature: Italian Literature,,,75
7691,New Materialisms in Latin America,Panel,Special Sessions,15,Latin American Literature: Latin American Literature,,,75
7692,Being Human after War: Veteran Writers and the Public Sphere,Panel,Special Sessions,75,American Literature: Twentieth and Twenty-First Centuries,,,75
7693,Selfish Attitudes: Nonsovereign Subjects in Postcolonial and Diasporic Thought,Roundtable,Special Sessions,30,Other Literature in English: General,,,75
7694,Heine: Intervention and Reception,Panel,Allied Organizations,25,German Literature: Nineteenth and Early Twentieth Centuries,North American Heine Society,,75
7697,What’s Next for Law and the Humanities?,Panel,Forum Sessions,25,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Law and the Humanities,,75
7700,Computational Criticism and Critical Theory,Panel,Special Sessions,50,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7701,Being Human in the (Post)Colonial: Australia,Panel,Allied Organizations,15,Other Literature in English: Australian,American Association of Australian Literary Studies,,75
7703,Beyond Human in Modern Hebrew Literature,Panel,Forum Sessions,20,Hebrew Literature: Hebrew Literature,LLC Hebrew,,75
7708,"Spenser’s Species; or, Fantastic Beasts and Where to Find Them",Panel,Allied Organizations,30,British Literature: Renaissance and Elizabethan,International Spenser Society,,75
7709,Journey to Journal: Launching and Overseeing a Successful Interdisciplinary Academic Publication,Panel,Special Sessions,30,The Profession: Publishing and Editing,,,75
7710,Digital Humanities and Media Studies: Reading at Scale,Panel,Forum Sessions,50,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",TC Digital Humanities,,75
7711,Jewish Women and Popular Culture,Panel,Forum Sessions,35,Jewish Literature: Jewish Literature,LLC Jewish American,CLCS Global Jewish,75
7716,Let's Quit “Quit Lit”: Structural Issues in Graduate Education,Panel,MLA Committees,25,The Profession: General,MLA Connected Academics Project,,75
7719,Intersectionality and Coalitions: Medieval Studies and Beyond,Roundtable,Allied Organizations,25,The Profession: General,Society for Medieval Feminist Scholarship,,75
7721,On (Not) Breaking Our Bonds: Teaching Writing in English Departments in 2020,Panel,Forum Sessions,60,Teaching: Writing,RCWS Writing Pedagogies,,75
7725,When Texts Move: Teaching Digital Writing Projects,Panel,Forum Sessions,60,Teaching: Writing,RCWS Writing Pedagogies,,75
7727,The Caribbean 1970s,Panel,Forum Sessions,25,Other Literature in English: Caribbean,CLCS Caribbean,TC Postcolonial Studies,75
7730,Emotions in Premodern German Literature and Culture,Panel,Forum Sessions,20,German Literature: Before 1700,LLC German to 1700,,75
7733,"Cash Bar Arranged by the University of California, Irvine, German Graduate Program",Cash bar,Social Events,50,,,,75
7735,Poetry for Scientists and Welders: Teaching the Liberal Arts at Two-Year Colleges,Roundtable,MLA Committees,15,Teaching: General,MLA Committee on Community Colleges,,75
7736,Digital Humanities and Premodern Germany,Panel,Forum Sessions,30,German Literature: Before 1700,LLC German to 1700,,75
7739,"Contemporary Women Poets beyond Lyric and Language: Unruly Poetics in Rankine, Scalapino, and Vicuña",Panel,Special Sessions,50,American Literature: Twentieth and Twenty-First Centuries,,,75
7741,Persons in Poetry and Law,Panel,Special Sessions,20,"Genre, Theory, Method: Poetry",,,75
7742,Global Realisms in South Asia since 1950,Panel,Forum Sessions,40,Asian Literatures: Asian Literatures,LLC South Asian and South Asian Diasporic,,75
7743,Digital Humanities and Computational Media: At the Interface,Panel,Forum Sessions,50,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",TC Digital Humanities,,75
7746,"To(o) Open the Question: Reading South Asia, Reading Psychoanalysis",Panel,Special Sessions,30,Other Literature in English: Indian,,,75
7747,Purposeful Perversions of Pointing,Panel,Special Sessions,50,Comparative Literature: General,,,75
7749,Digital Humanities as Activism,Panel,Forum Sessions,25,American Literature: Twentieth and Twenty-First Centuries,LLC African American,,75
7750,American Settler Colonialisms,Panel,Forum Sessions,50,American Literature: Before 1900,LLC Early American,,75
7751,What Is a Novel? Italian Novels across the Centuries,Panel,Forum Sessions,15,Italian Literature: Italian Literature,"LLC 17th-, 18th-, and 19th-Century Italian",,75
7753,Spinoza and Literature,Panel,Special Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7755,Surrealism and Anti-Fascism,Panel,Allied Organizations,45,Comparative Literature: Twentieth and Twenty-First Centuries,Association for the Study of Dada and Surrealism,,75
7757,Wanted: Image Politics and the Production of the Criminal Body,Panel,Special Sessions,20,"Genre, Theory, Method: Film, Television, and Other Media",,,75
7758,Transnational Queer Studies: New Directions,Roundtable,Special Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7759,(Un)Documented: Constructing Immigrant Souths,Roundtable,Allied Organizations,20,American Literature: General,Society for the Study of Southern Literature,,75
7760,Avant-Garde Onlookers,Panel,Allied Organizations,45,Comparative Literature: Twentieth and Twenty-First Centuries,Association for the Study of Dada and Surrealism,,75
7762,Yiddish in Latin America: Literary Collections and Series,Panel,Forum Sessions,15,Jewish Literature: Jewish Literature,LLC Yiddish,,75
7763,Literatures of the Missing and Murdered Indigenous Women and Girls (MMIWG) Movement,Panel,Allied Organizations,30,American Literature: Twentieth and Twenty-First Centuries,Association for the Study of American Indian Literatures,,75
7764,"Cash Bar Arranged by the Forums LLC Latina and Latino, LLC Chicana and Chicano, LLC Literatures of the United States in Languages Other Than English, LLC Cuban and Cuban Diasporic, LLC Puerto Rican, and CLCS Caribbean",Cash bar,Social Events,50,,,,75
7767,Viceregal Interconnections and Indigenous Displacements in Colonial Studies,Panel,Special Sessions,25,Latin American Literature: Latin American Literature,,,75
7768,Race in Translation: East Asian Literatures,Panel,Forum Sessions,30,Asian Literatures: Asian Literatures,LLC East Asian,,75
7769,"Reevaluating Environmental Agency in Literature, Film, and Visual Arts",Panel,Allied Organizations,20,"Genre, Theory, Method: Film, Television, and Other Media",Graduate Student Caucus,,75
7770,"Oscar Wilde in Parisian Archives: Epigrams, Letters, and Journalism",Panel,Special Sessions,20,British Literature: Nineteenth Century,,,75
7771,Futures and Pasts in Indigenous Comics and Graphic Novels,Panel,Allied Organizations,50,American Literature: Twentieth and Twenty-First Centuries,Association for the Study of American Indian Literatures,,75
7776,The Intellectuals and the Cultural Cold War,Panel,Special Sessions,20,American Literature: Twentieth and Twenty-First Centuries,,,75
7778,Sri Lankan American Women’s Writing: Contemporary Investments and Future Directions,Roundtable,Special Sessions,35,Asian Literatures: Asian Literatures,,,75
7779,Teaching Early Modern Iberian Literature in Secondary and College Classrooms: Twenty-First-Century Approaches to Language Acquisition and Cross-Cultural Competence,Panel,Special Sessions,30,Teaching: Language,,,75
7784,Being Human in Italian Texts: 1601–1900,Panel,Forum Sessions,12,Italian Literature: Italian Literature,"LLC 17th-, 18th-, and 19th-Century Italian",,75
7790,Being “Human” behind the Veil: “Precarity” of Muslim Women as Characters and Authors,Roundtable,Special Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7792,Race and/as Media,Panel,Special Sessions,40,American Literature: General,,,75
7794,Francophone Studies and the New Humanities,Panel,Forum Sessions,25,Francophone Literature: General,LLC Francophone,,75
7795,Postcolonial Critique Now and the Work of Literature,Roundtable,Forum Sessions,45,Other Literature in English: General,TC Postcolonial Studies,,75
7798,Teaching in an Age of Populism,Panel,Forum Sessions,25,The Profession: General,HEP Teaching as a Profession,,75
7799,Sylvia Wynter and/in the Undergraduate Classroom,Panel,Forum Sessions,20,Other Literature in English: Caribbean,CLCS Caribbean,,75
7800,Black Marxism Revisited,Panel,Forum Sessions,100,American Literature: General,"TC Marxism, Literature, and Society",,75
7802,Public Victorians,Roundtable,Allied Organizations,50,British Literature: Nineteenth Century,Dickens Society,,75
7803,Advocating for Foreign Language Departments,Panel,Forum Sessions,25,The Profession: Foreign Languages,HEP Teaching as a Profession,,75
7804,Migration and American Literary History,Roundtable,Special Sessions,45,American Literature: General,,,75
7806,Taxonomies of Power: Roles and Regulations in the Academy,Roundtable,MLA Committees,25,The Profession: General,MLA Committee on Contingent Labor in the Profession,,75
7808,Ins and Outs of Immigration in the Academy: Employment and Visas for Faculty Members,Roundtable,MLA Committees,25,The Profession: General,MLA Committee on Contingent Labor in the Profession,,75
7810,Chicana Feminist Print Cultures,Panel,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,LLC Chicana and Chicano,,75
7819,Humanity in Dark Times: Hannah Arendt and Aesthetics,Panel,Special Sessions,20,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7820,Tourbillons et Troubles: Toward a Materialist Poetics of Turbulence in the Seventeenth Century,Panel,Forum Sessions,25,French Literature: Seventeenth Century,LLC 17th-Century French,,75
7821,Vladimir Nabokov and Contemporary Literature,Panel,Allied Organizations,20,American Literature: Twentieth and Twenty-First Centuries,International Vladimir Nabokov Society,,75
7823,The Old Nineteenth Century,Roundtable,Special Sessions,35,British Literature: Nineteenth Century,,,75
7825,"Infinite Energy: Speculative Fictions, Reticular Futures",Roundtable,Special Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7826,Carceral Aesthetics,Panel,Forum Sessions,75,American Literature: General,"TC Marxism, Literature, and Society",,75
7827,Medieval Play,Panel,Forum Sessions,50,French Literature: Medieval and Renaissance,LLC Medieval French,,75
7830,Intertextuality in Language Contact,Panel,Forum Sessions,20,Linguistics: General,LSL General Linguistics,,75
7832,Finding Work for the Devil: James Baldwin on Film,Roundtable,Special Sessions,30,"Genre, Theory, Method: Film, Television, and Other Media",,,75
7833,Digital Humanities and/in Beckett Studies,Roundtable,Allied Organizations,50,British Literature: Twentieth and Twenty-First Centuries,Samuel Beckett Society,,75
7834,Data and Ethics in Digital Literary Studies,Roundtable,Allied Organizations,75,The Profession: Research and Bibliography,Association for Computers and the Humanities,,75
7835,Visual Epistemology in Late Imperial China,Roundtable,Forum Sessions,25,Asian Literatures: Asian Literatures,LLC Ming and Qing Chinese,,75
7837,Out of Bounds: Modernist Afterlives in the Digital Archive,Panel,Special Sessions,30,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",,,75
7838,Afro-Brazilian Literature and Contemporary Social Issues,Panel,Special Sessions,10,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",,,75
7839,Afro-descend(i)entes in Brazil and Colombia,Panel,Special Sessions,4,Latin American Literature: Latin American Literature,,,75
7840,Jews and the Twentieth-Century Political Geographies of American Visual Culture,Panel,Special Sessions,35,Jewish Literature: Jewish Literature,,,75
